index,frequency,type
c2c[nH]cn2,14,ionic
(O)CCC,194,atom
c2ccc3nc(,11,atom
c6ccc(,18,atom
)cc6,5,atom
c3c2)CC1,34,ring
)C(F)(F)F)cc1,21,ring
NC(=O)c1cn(,44,functional_group
NC(=O)NC,21,functional_group
c[n+]1,13,ionic
n1cn,38,ring
)C(F)(F),10,atom
)C(C)C)C(=O)N,9,functional_group
O)C(C)C,37,atom
Cn1ccnc1,13,ring
c1cc(C(=O)N,77,functional_group
c2nccs2,7,atom
[C@H]2CN1,6,ionic
c3c(cccc3,20,atom
sc3ccccc3,23,atom
CCCCCCCCN,18,atom
(CCCCCCCCCC,11,atom
NS(=O)(=O)Oc1ccc2,7,functional_group
c2c1),16,ring
COc1cc(F)c(,17,ring
c3ncn,30,atom
c2N,112,atom
)coc2c1,28,ring
)nnc1,8,ring
cccc5,16,atom
c3c4,16,atom
[C@@H]2C)O,5,ionic
[C@H]([C@H](C,5,ionic
[C@H](O)[C@H](C),29,ionic
c2C1,179,ring
CC(C)[C@@H](C),62,ionic
[C@]2(C)[C@H]3CC,6,ionic
[C@@]5(C)C,6,ionic
[C@@]4(C,6,ionic
ncnc4,15,atom
c4ccncc4,44,atom
)[C@@H]5,6,ionic
[C@](C)(N,37,ionic
[C@@H]1C(=O)O,28,functional_group
OCCNS(=O)(=O),15,functional_group
CN[C@@H](C,11,ionic
c2ccc(F)cc2)C(=O)N,11,functional_group
[C@H](C2)N,92,ionic
CCCN(C)C,33,atom
NS(=O)(=O)N,15,functional_group
(C)C)cc2,124,atom
N[C@@H](CO),42,ionic
Cn1ccc(,10,ring
ccsc1,25,ring
N#Cc1ccc2,170,ring
CCN3,167,atom
cc5c4,152,atom
)CC3)c2c1,152,ring
\C=C/C,11,functional_group
Cc1ccccc1)C(=O)N,24,functional_group
Cn1cnc(,33,ring
c2nc[nH],111,ionic
c4n3,18,atom
N6,12,atom
C(=CC(=,7,functional_group
(=C),7,functional_group
=C6C,7,functional_group
c(n,18,atom
15,34,atom
c2ccc(Oc3,28,atom
Oc4ccc5,11,atom
c(c4,24,atom
c(NCCN,10,atom
4CCOCC4)n,10,atom
c3cc2,62,atom
c1C(=O),50,functional_group
CNCCN,9,atom
C2CC3CC,9,atom
(C2),9,atom
c3cc(OC)c(OC)c(OC)c3,16,atom
cc(OC)c(OC)c(OC)c2,9,atom
c2ncnc3c2cnn3,8,atom
[C@H]1CC[C@H]2[C@@H]3CC[C@H]4,18,ionic
OCC1=C,14,functional_group
Cc1ccc(C)cc1,6,ring
Cn1nc(C,33,ring
COc1cccc(CN,22,ring
2CCCCC2)c1,35,ring
\N,133,atom
c2c1)N,22,ring
C[C@@H](CN,21,ionic
I),19,atom
[C@H]1CC[C@H]2[C@@H]3,28,ionic
N[C@H](CO),62,ionic
)cc4,105,atom
cnc2cc1,16,ring
c2c(F)cccc2,220,atom
C(F)(F)F)c1,47,ring
[C@]3(O),76,ionic
CCCc1cc(O),15,ring
CC12CC,7,ring
C(=O)C=C1,14,functional_group
(O)CC2,14,atom
O[N+](=O)[O-],50,functional_group
C(=O)NC(C,12,functional_group
(CCCCC,37,atom
[C@@H](C)N,43,ionic
[nH]c3ccccc3c2,13,ionic
CC(C)CCC,20,atom
CC(=O)N2CC,7,functional_group
c2cc(CC,16,atom
COc1c(,47,ring
(OC2,10,atom
CC(O)CC(O),10,atom
ncccc1,9,ring
[C@@H]3[C@H](,35,ionic
CC(=O)O[C@H]1,25,functional_group
[C@]3(C)C,24,ionic
4(C)C,7,atom
cc(NC(=O)N,8,functional_group
c3ccc4[nH],8,ionic
5C,41,atom
[C@@H](CCl,8,ionic
)c6c5,8,atom
c5[nH],15,ionic
[C@H]1[C@H](O)C,54,ionic
c2cnn(C,136,atom
nc1N,134,ring
Cl)S(=O)(=O)N,12,functional_group
cccn,76,atom
Oc3ccc(C,32,atom
F)cn3,27,atom
)c2)CC1,45,ring
OC(F)F),17,atom
1CCOCC,79,atom
Fc1ccc(C,108,ring
c2ccc(F)cc2)N,90,atom
c3ccccc3)CC2)cc1,90,ring
C2CO,8,atom
c(C(=O)O)c(,19,functional_group
c3c(Cl)cc,16,atom
c2c(Cl)cc,35,atom
C1(C,33,ring
COc1ccc(CCN,46,ring
c2ccc(CCN,9,atom
c1ccc(OC)c(OC)c1,26,ring
)c1cccc(,151,ring
cc(OC)c(OC)c(OC,33,atom
Cn1cncc1,14,ring
cc(Cl)ccc1,52,ring
C(=O)O)C(=O)N,15,functional_group
[C@H]2CC[C@@H](C,27,ionic
)C(F)(F)F)CC1,29,ring
cnc(,86,atom
Nc1nc(N)c2nc(CN,40,ring
cc(O)ccc3,88,atom
CCC[C@@H]1,88,ionic
C[C@H](CO),18,ionic
c1c(C),76,ring
CC(C)(CC,42,atom
ncnc1,56,ring
c1ncnc2[nH]cnc1,270,ionic
cccc(F)c2,270,atom
C(=O)O)C(C)(C),93,functional_group
)C2CCCCC2,68,atom
[N+]4,12,ionic
=C5,5,functional_group
CC(=O)O)C,16,functional_group
[C@]1(C),130,ionic
CN[C@@H](C)C(=O)N,40,functional_group
CCCCCCCCC,21,atom
cccc(OC,8,atom
c3c(Cl)ccc(,8,atom
4CCC[C@H]4C(=O)N,8,functional_group
c2ccc(C)nc2,15,atom
CCOP(=O)(OCC),8,functional_group
N[C@@H]1C,11,ionic
[C@@H]1NC(=O),15,functional_group
CC[C@H](NC(=O),28,functional_group
ccc4ccccc3,7,atom
O)n1,58,ring
[NH2+])N,35,ionic
CN2CCCC,7,atom
c2[nH]c3ccccc3c2,7,ionic
CC(O)(,30,atom
[C@@H]2CCCCN,30,ionic
CCc1cccc(CC)c1,10,ring
CCOc1ccc2c(c1,10,ring
Cc1ccc2nc(,25,ring
c3n2,54,atom
c2cccc3ncccc2,25,atom
SC(C)(C),15,atom
CCCCOc1ccccc1,9,ring
[nH]1)N,103,ionic
C(CN,44,atom
c2cccs2)cc1,15,ring
C4CCCCC4)n,23,atom
N.,20,atom
CC(=O)c1cccc(,23,functional_group
c3ccc(NCC,15,atom
4CC4)n,17,atom
C(=O)N[C@@H](CC(C)C)C(=O)O,20,functional_group
CCn1nc(C,10,ring
c3ccc(OC)c(OC)c3,13,atom
)n2C,23,atom
)n(CC,5,atom
c(Cl)c(Cl)c2,15,atom
c4ccc(Cl)cc4),11,atom
3)C2=O),11,functional_group
c2[nH]cnc2,30,ionic
NC(=O)[C@H](C),40,functional_group
OC(=O)[C@@H](C,42,functional_group
(C)C)NC(=O)[C@@H](C,61,functional_group
OC(=O)[C@H](C,93,functional_group
(C)C)NC(=O)[C@H](C),28,functional_group
c4ccccc24,6,atom
)C(=O)N[C@@H](Cc2ccccc2)C(=O)N,6,functional_group
CC(C)C1,45,ring
CCN)NC(=O)C,38,functional_group
(NC(=O)C,131,functional_group
[Se],95,ionic
(C)(C)c2,26,atom
CC(C)(C)n1,31,ring
CCO[C@@H](C,32,ionic
c2ccc(O,30,atom
[C@@H]2CO,117,ionic
c1C(=O)N,54,functional_group
c3ccccc3)ccc1,11,ring
)cc2)C,67,atom
c3nc(O),13,atom
[C@H]23,13,ionic
5C(=O),46,functional_group
[C@H]([C@H](O),33,ionic
C[C@@H](O)CN,31,ionic
C4=O)cc3,23,functional_group
Cn1cc(CC,7,ring
1)C(=O)N,193,functional_group
[C@H](O)[C@@H](O,77,ionic
c4c[nH],22,ionic
O[C@H]7,6,ionic
c8,101,atom
ccc(C),33,atom
8),6,atom
[C@@H]7,50,ionic
oc5,6,atom
c4C,6,atom
[nH]c12,25,ionic
c2ncc(C,36,atom
Oc4,54,atom
ccc5,76,atom
c2ccccc2C(=O)N,43,functional_group
c1nnn[nH],7,ionic
CC(=O)N1CCN(CC,8,functional_group
(C)C)c3,36,atom
nc5c4,8,atom
5)n,69,atom
CN3CCC2CC,12,atom
N1CCCCC1,50,ring
NC(=O)C2,39,functional_group
c2cccc3ccccc23)C,20,atom
c2cc,74,atom
[C@@H](COP(=O)(O)O),57,functional_group
c4cn,35,atom
)cc3c2,14,atom
c3n[nH]c(,6,ionic
c3ccccn2,16,atom
[C@@H]1CCC,27,ionic
cc(Cl,27,atom
[C@@H](Cc3ccccc3,20,ionic
COC[C@@H]1,10,ionic
)C(=O)OCCC,23,functional_group
c1c2,25,ring
CC1CCN(CC,45,ring
CCC(=O)NCC,102,functional_group
)C(F)(F)F),30,atom
C(=S),16,functional_group
1)C(=O)N(C,13,functional_group
F)C(=O),4,functional_group
NC(CC,5,atom
[C@@H](S)C,27,ionic
CN3,60,atom
(F)(F)F)cc(,25,atom
CCNC3,10,atom
)ncn2,60,atom
CCCCCCCC(=O)N,15,functional_group
[C@@H]([C@@H](C,19,ionic
c2cccs2),46,atom
c(Br)cc(,21,atom
Br)cc3,10,atom
ccs,20,atom
Fc1ccccc1,82,ring
ccn(C,32,atom
cnc2N,11,atom
nn(C)c2,11,atom
C#N)C,11,atom
CN(C)CCn1,21,ring
nnnc1,11,ring
[C@](C)(C,24,ionic
3CCOCC3)cc2,74,atom
C[C@]1(C,19,ionic
ccnn2,33,atom
(=S)S,26,functional_group
c(F)cccc2,13,atom
c3ccccn3)c2,22,atom
CCCS(=O)(=O),9,functional_group
OC1=N,59,functional_group
[C@@](CO),37,ionic
COc1cc(Br,12,ring
3CCC,80,atom
3C4,12,atom
OCC2,27,atom
COc1ccc(Nc2n,60,ring
c3cc(Cl)ccc3Cl,34,atom
OCCN(CC,27,atom
O)CCO,31,atom
nnn(C,7,atom
c2cc(Cl,7,atom
)c(Cl)c2,47,atom
)c1N,17,ring
c2ccccn2)cc1,18,ring
[11CH3],32,ionic
[C@]3(C)[C@H](CC,22,ionic
[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C),23,ionic
[C@@H](CC(C)C)N,38,ionic
(O)C(C),15,atom
c3ccccc3n2,14,atom
O=C(Cn1,16,functional_group
nc(NCC,6,atom
[n+]2[O-],16,ionic
c2ccc(O)cc2)NC(=O),26,functional_group
n2cc(C,18,atom
NC(=O)[C@H](C)NC,12,functional_group
)C(=O)N1C,18,functional_group
c3cc(F)ccc3,84,atom
c2C,36,atom
CN2C(=O),23,functional_group
[C@H](CC),12,ionic
NC(=O)[C@H](C)N,32,functional_group
c2cc(F),12,atom
[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O),61,ionic
O=C(OC,153,functional_group
c1ccccc1)N(C,32,ring
c2cc3ccccc3,33,atom
s1)C(=O),7,functional_group
c1ccc(Cl)cc1Cl,46,ring
c(CC)n,9,atom
(CCOC,18,atom
C[C@](O)(C,106,ionic
Br)c(,45,atom
[C@@H]3CO,8,ionic
c2cc(Br)ccc2,44,atom
NC(=O)CCC(=O)O),9,functional_group
c3ccc(F)cc3)n,28,atom
Cc1ccncc1,8,ring
(C1,63,ring
)[C@@H](C)C,24,ionic
c23)C,40,atom
SSC[C@H](NC(=O),13,functional_group
CC[C@H](N)C(=O)O)C(=O)N,35,functional_group
CC(=O)O)C(=O)N,41,functional_group
)CC2),57,atom
CN1CCCC1,24,ring
c2nnc(O),76,atom
c3ccccc23),89,atom
)c(O)cc1,14,ring
[C@]1(C)C,55,ionic
[C@]3(CC,65,ionic
[C@](O)(CC,46,ionic
CC(C)(C)O),46,atom
C(=O)O[C@@H]1C,38,functional_group
CCCN2CC,45,atom
NC(=O)c1cn,228,functional_group
O[C@H](CO)[C@H](O)[C@H](O,24,ionic
[C@H]1O),80,ionic
NC(=O)[C@H](O),6,functional_group
OCCOc1,11,ring
S(=O)(=O)c2ccc(NC(=O),9,functional_group
/C(=O),8,functional_group
Cc2cccnc2,32,atom
C[C@H]1CN(C,36,ionic
nc(C)c2,32,atom
c3nn[nH]n3,34,ionic
c(N)n2,7,atom
c4ncn,7,atom
CCC(C)(C)C(=O),23,functional_group
Cn2,11,atom
C4=N,11,functional_group
4)cc2,57,atom
3)ccc1,21,ring
ccn2,25,atom
CCN(C(=O)C,67,functional_group
4CCCO,67,atom
)[C@H](O)[C@@H](O),32,ionic
NC(=O)C=C,36,functional_group
Cc1cc(CN,24,ring
OC3=O),29,functional_group
)nc(N)n1,19,ring
\N=C(/,28,functional_group
n5cnc6,22,atom
cc6,22,atom
[C@]4(C)CC,10,ionic
COc3ccccc3,13,atom
[C@@H](O)CO),13,ionic
3C[C@H](C,11,ionic
cco,78,atom
3=O),166,functional_group
(=O)O)NC(=O),45,functional_group
[C@@H](CCCCNC(=O),9,functional_group
cccc(,46,atom
c5ccc(O)cc5,14,atom
(S),41,atom
COc1cc2ncnc(N,28,ring
c5ccccc5n4,8,atom
CC(=O)N(CC,217,functional_group
Oc3ccc4,55,atom
[nH]c(C),23,ionic
cc4c3,31,atom
c2ccc(OCC(=O)O),12,functional_group
[C@@H]1C[C@@H](O),108,ionic
NCC(=O)N,49,functional_group
[I,45,ionic
C[C@H]1CO,55,ionic
Br)cc1,90,ring
CCOP(=O)(C,9,functional_group
[C@H]2CCN(C,11,ionic
(C)[C@H](C,11,ionic
c3ccc(F)cc3C,22,atom
CCn1c2ccccc2,8,ring
B2,51,atom
[C@]34C),46,ionic
[C@@]2(C,34,ionic
1)O,11,atom
Cc1ncc(CN,10,ring
c2ccc3c(,40,atom
sc5,10,atom
3)NC,10,atom
NC5=O),10,functional_group
OB1OC,20,atom
B,86,atom
CC1=C(C),17,functional_group
C=C4,60,functional_group
[As](=O)(O),59,functional_group
N=N,53,functional_group
nc(N)nc(,39,atom
CCN(c1ccccc1)S(=O)(=O),5,functional_group
c3cccc(OC,31,atom
4CCCC4)c3,59,atom
c2cc1Cl,21,ring
c2ccc(NC(=O),58,functional_group
c3ccsc3,7,atom
c(F)c2,21,atom
NC(=O)Cn2,12,functional_group
c(NCC,31,atom
3)c2,85,atom
c3ncccc3,7,atom
[C@@]2(C)C3=C(CC,4,functional_group
[C@]12C),11,ionic
N#Cc1ccccc1,217,ring
N=O,32,functional_group
[C@H]2OC,84,ionic
[C@H](OC(=O)c3ccccc3),63,functional_group
(O)C[C@H](OC(=O),73,functional_group
)C3(C)C,63,atom
O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O),50,ionic
CCC(CC,71,atom
O=C([C@@H]1,12,functional_group
C2=CC,19,functional_group
C3=N,22,functional_group
Clc1cn,20,ring
CSc1nc(,18,ring
c3ccccc3)n2C,9,atom
O=C(Cc1ccccc1)N,8,functional_group
c2ccc(F)cc1,7,ring
2)NC(=O)N,6,functional_group
1CCOCC1),26,ring
(CCN(C)C)C,13,atom
c2nccnc2,18,atom
\C=C\C1=C(C)CCCC1,14,functional_group
c2ccc(Oc3ccccc3)cc2),33,atom
Nc1nc(CC,10,ring
c5ccccc5),21,atom
[C@@H]3C=C(C,10,functional_group
OC(=O)Cc1ccc(,27,functional_group
Oc2nc(N,10,atom
ccsc2,40,atom
4CCN(C,18,atom
CC4,57,atom
)cc3OC,19,atom
CC[C@H](C)[C@@H]1,32,ionic
1CCOCC1,89,ring
COc1cc(OC,17,ring
[Gd+3],10,metal
c2c(O)cccc2,230,atom
NC(=O)[C@@H]2,5,functional_group
cc(OC,109,atom
OC(=S)N,31,functional_group
NCc1,18,ring
CN(C)S(=O)(=O)N,7,functional_group
)C(F)(F)F,97,atom
[C@@]3(C)CC,65,ionic
COc1cc(Nc2n,32,ring
n3),136,atom
NC(=O)C(C)(C),42,functional_group
c(nc3,4,atom
c(N)ncnc4,71,atom
COc1cc(C)c(,36,ring
3CCNCC3)n,28,atom
NS(=O)(=O)c2ccccc2,20,functional_group
CC(C)(O),52,atom
C1=C(C,9,functional_group
c3c(O)cc(,14,atom
O[C@@H]5,14,ionic
[C@H]5O),48,ionic
COc1cc(Nc2ncc3,21,ring
NC(=O)c2c1,14,functional_group
c3n[nH],57,ionic
c4ncccc3,11,atom
4)ccc2,34,atom
nccn2,237,atom
c3cnn(C)c3,12,atom
N2CCN(C,12,atom
c4c(F)cccc4,12,atom
S(=O)(=O)C2,12,functional_group
Clc1ccc(CN,8,ring
nn[nH],28,ionic
#CCN,9,atom
[W],37,metal
CCCC[C@H](NC(=O),24,functional_group
[C@H](C1),30,ionic
)cc1)C(=O)N,43,functional_group
c1cccs1,46,ring
CCSSCCNC(=O),19,functional_group
OC[C@@H](O)[C@H](O),42,ionic
C[C@H](N)C(=O)N,24,functional_group
[C@@H](C)C(=O)OCC,22,functional_group
)c(SC,10,atom
c4ccc(Cl)cc4)n,10,atom
3CCCC3)c2,10,atom
C#N)cc1,10,ring
c2cc(C(=O)N,57,functional_group
C3CCN(C)CC,17,atom
c23)c1,29,ring
c2ccccc2)CC,14,atom
N(C(=O)CC,8,functional_group
CCC(CO),5,atom
c3c(cn,19,atom
4C,87,atom
c2c(Br)cc(,9,atom
Br)cc2,9,atom
Cc1oc(,34,ring
OC2=O)cc1,9,functional_group
NS(=O)(=O)c1n,18,functional_group
C[C@H](Nc1nccc(,7,ionic
CC(C)Nc1nc2,12,ring
cc(Cl)c(Cl)cc2,12,atom
p,11,atom
CCCCC(CC)C,65,atom
OC(=O)c1ccc(N,43,functional_group
CC(C)OC(=O)C1=C,14,functional_group
CC(C)(C)c2,14,atom
cc(F)ccc2,33,atom
[C@H]2S,15,ionic
C=C2C,16,functional_group
)nc(CC,7,atom
c3ccccc3)c2c1,24,ring
NC(=O)[C@@H](NC(=O)[C@H](CC,11,functional_group
C(F)(F)F)C,29,atom
CN(C)c1nc(N,30,ring
OCC3CCCCC3,52,atom
[nH]cnc3,49,ionic
CC(=O)OCC,139,functional_group
c12),45,ring
O=C(CCN1,11,functional_group
)nc12,56,ring
CO[C@@]1,90,ionic
nn3C,95,atom
c4ccccc34,6,atom
)cc1)N,65,ring
)C1CC,115,ring
C[C@@]1(CC,9,ionic
N=C1C,9,functional_group
c3cccc(C)c3,27,atom
c3cc(F)cc(,9,atom
c23)N,9,atom
)s2,33,atom
COc1ccc2cc3,8,ring
CC(C)[C@H](,2,ionic
NC(=O)[C@H](C)NC(=O),48,functional_group
1=C(O)C(=O),31,functional_group
[C@@H]3[C@@H](C,8,ionic
[C@@H](O[C@@H]5,13,ionic
[C@@H]34),31,ionic
Nc1cc2,18,ring
CCCCC1=N,64,functional_group
C2(CCCC2,77,atom
CC(C)CC,34,atom
[C@H]4O,29,ionic
)O[C@H]4,8,ionic
c4cncn,9,atom
c3cc(F)ccc2,96,atom
CO[C@@H](C,68,ionic
CCCN1CCN(CC,50,atom
CCCCCCCCCCCCCCCCCC(=O)N,8,functional_group
[K+].[K+].,43,ionic
c2cccc(OC(F)(F)F)c2,8,atom
c2ccccc1,38,ring
c4n[nH],19,ionic
4)cc3,60,atom
CC12CC3,25,ring
[NH3,42,ionic
c3scnc3,25,atom
c3c[nH]nc3,12,ionic
)c23)cc1,50,ring
CCOc1cc2,19,ring
c(F)c1,34,ring
)C(=N)N,7,functional_group
CCCCCCOC(=O),139,functional_group
c1ccc(NC,248,ring
)c4ccccn4,139,atom
)ccc3n2C,139,atom
[nH]cnc2,55,ionic
COc1c(O),22,ring
NC(=O)[C@H]2C,45,functional_group
SSCC,62,atom
[C@H](CC(=O)N,73,functional_group
[C@H](C(C)C)C(=O)N,40,functional_group
ncnc(N)c3,8,atom
CCCC(O),21,atom
[C@@H](CCN,108,ionic
N)N,52,atom
O[C@H](CN,81,ionic
c1cc(O)ccc1,9,ring
(CCCO,111,atom
CS(=O)(=O)O.,16,functional_group
CCCN1CC,14,atom
CCOC(=O)[C@H](C,7,functional_group
[C@H](Cc3ccccc3,9,ionic
CC[N+](C)(CC,39,ionic
CCOC(=O)c1cn,13,functional_group
CC1(C)C2CCC1,10,ring
CN(CC(O),8,atom
cc[n+](C),17,ionic
Cc1ccc2,57,ring
c2cccc3ccccc23,17,atom
CC(=O)NC(CC,10,functional_group
(C)C)C(=O)O,18,functional_group
c(O)nc2,5,atom
c2nnnn2,24,atom
CN(C)c1nc2,5,ring
c(Br)c(Br)c(Br,20,atom
)c(Br)c2,13,atom
c1n[nH]c(,23,ionic
ccc2[nH]1,27,ionic
2CCNCC,13,atom
C(=O)N[C@H]1,40,functional_group
CN(C)S(=O)(=O),94,functional_group
CN1CCC(CC,85,atom
COc1cc(N,161,ring
)cnc3,153,atom
)c(OC)cc2,116,atom
)c(Cl)cc1Cl,129,ring
P(=S)(OCC,5,functional_group
)c(Cl)c,5,atom
cc(Cl)n,12,atom
CCC),22,atom
C#CC,15,atom
)nn2,54,atom
CSC2,8,atom
(C)C)c(,35,atom
[C@H](CS,103,ionic
[C@H]2C1,33,ionic
CC(=O)N[C@@H]1[C@@H](O)C[C@@](O,8,functional_group
1CCC[C@H]1C(=O)N[C@@H](C,28,functional_group
)[C@@H](C)O,27,ionic
Brc1c(,10,ring
Br)c(Br,10,atom
O)C(C)(C),17,atom
NC(=O)c1ccncc1,13,functional_group
[C@@]34C,27,ionic
O[C@H]6,38,ionic
[C@@H](O3),19,ionic
[C@H]5O,27,ionic
4=C,25,functional_group
c3ccccc13),9,ring
CC(C)(C)c1onc(,24,ring
c4ccc5ccccc5c4,22,atom
#CC#,6,atom
[C@@H]23)C,29,ionic
COC(=O)CCC,7,functional_group
Oc1ccc(CC2,47,ring
SC(=O)NC2=O)cc1,40,functional_group
CC2CC,10,atom
c2ccc(OCc3ccccc3,9,atom
c2cccc(c2,4,atom
c2cc(nc(N,4,atom
NS(=O)(=O)c1ccccc1,10,functional_group
Nc2ccccc2,24,atom
3)C(=O)O)cc1,12,functional_group
CC(C)C[C@H](NC(=O)N,6,functional_group
#N)C,6,atom
[C@H]3C(C)(C),20,ionic
C(=O)C(C,32,functional_group
c2cc(F)cc(F)c2,31,atom
CC12C,7,ring
[C@@]2(CO),9,ionic
F)ccc2,33,atom
Cc1ccc(O)cc1,28,ring
c(O)cc2,16,atom
c1ccc(Br,20,ring
Cn1nn,28,ring
ncn2,20,atom
[C@H](O)[C@@H](NC(=O),68,functional_group
c4cc(F)c(,18,atom
F)cc4,43,atom
Oc2ccc(C,41,atom
)n2cn,57,atom
4CCC(O)CC,11,atom
[OH-].,121,ionic
C[C@H](O,21,ionic
[nH]cn,18,ionic
C(F)(F)F)C(F)(F)F,8,atom
CC1=C(C(=O)N,32,functional_group
c2ccc(Cl)c,23,atom
(C)C)c2,48,atom
Clc1,13,ring
OCC#C,6,atom
C3=NCCN3,17,functional_group
[C@@H](O)[C@H](O)C,43,ionic
[C@H]1C),55,ionic
I)c1,117,ring
[C@@H](N)CO),9,ionic
C[C@H](NC(=O)[C@H](CC,13,functional_group
C(=O)O)NC(=O),31,functional_group
n3ncc4,12,atom
c3nc(N,48,atom
CN(Cc1cn,6,ring
CSc1nnc(,21,ring
Oc1c(Br)cc(,42,ring
2CCNCC2,31,atom
)c(OC)c1OC,19,ring
[C@@H](NC(=O)[C@@H](N)C,9,functional_group
)C(=O)NCC(=O)N[C@@H](C,9,functional_group
OC[C@H](C,65,ionic
=C1N,17,functional_group
CCOC(=O)C(C,20,functional_group
(C(=O)OCC,19,functional_group
CC(=O)O)cc1,83,functional_group
7CC,11,atom
)C5=O),19,functional_group
OC[C@H](NC(=O),8,functional_group
CCCCOc1ccc2,18,ring
[C@H]1O[C@H](C,20,ionic
C)C(=O)O,18,functional_group
CC(Oc1ccccc1)C(=O)N,8,functional_group
CCCC(N,4,atom
)ncnc3,22,atom
O=C1OC,7,functional_group
c(Cl)c(Cl)c(Cl,25,atom
Nc1nc(,116,ring
F)nc2,43,atom
CN1CCN,29,atom
(NC(=S)N,8,functional_group
O[C@H]5,51,ionic
c3ccccc23)n,20,atom
Oc1ccc(C(=O),50,functional_group
[C@](O),137,ionic
[C@@]3(C)C,89,ionic
CCOC(=O)C(CC,21,functional_group
1)(,23,atom
[nH]c(C,11,ionic
)C(=O)NCC,14,functional_group
c3c(OC,106,atom
OC1=O),86,functional_group
cc(C)c(OC,93,atom
[C@H]([C@H]2,98,ionic
(Cl)(Cl),59,atom
COc1cc(O)c2,7,ring
C(=O)O)cc2,21,functional_group
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC,8,functional_group
NC(=O)CO,8,functional_group
C(=O)O)C(=O)O),77,functional_group
NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC,16,functional_group
C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C,16,functional_group
)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O),16,functional_group
[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O),16,functional_group
[C@@H](C)O)[C@@H](C)O)C,26,ionic
(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C,16,functional_group
)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N,8,functional_group
CN(C)CCNC(=O),17,functional_group
COc1c2,22,ring
Cc1cccc(c1,17,ring
OCC(=O)N,130,functional_group
c1cccc(c1,34,ring
c2ccnn2,10,atom
CCCCCCC(=O)N,24,functional_group
c[nH]cn,28,ionic
c(CS,62,atom
c(CN(C)C,41,atom
N1CCC,47,atom
CC(C)c1cccc(C(C)C)c1,12,ring
NC(=O)CN(CC,22,functional_group
C3CC3,47,atom
c4nc5ccccc5,23,atom
c5ccccc45)C,17,atom
C=C(O,27,functional_group
c2ccccc2C1=O),6,functional_group
Nc2n,277,atom
n4)N,13,atom
C)C(=O),26,functional_group
CC(OC(=O)C,12,functional_group
NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC,9,functional_group
C[C@](C,28,ionic
CCN(CC(=O)O),43,functional_group
COc1cc(F)ccc1,22,ring
(C)C)S(=O)(=O),19,functional_group
c3cc(F)cc(F)c3,8,atom
c2ccnc3,55,atom
COc1cccc(OC)c1C(=O)N,26,functional_group
c3cccc(c3,19,atom
(CC)(CC,14,atom
[N+](CC),8,ionic
c1cccc(Nc2n,49,ring
n1)C(=O),8,functional_group
[C@H]1CN,89,ionic
)cccc3,22,atom
[C@@H](Cc6ccccc6,10,ionic
)NC(=O)CNC(=O)[C@H](CC,10,functional_group
5)N,16,atom
)c2ccccc1,17,ring
(Cn2ccnc2,40,atom
CC1CCCCC1,29,ring
COC1=C,15,functional_group
C(=CC1=O),24,functional_group
[O-][n+]1,16,ionic
C(C)C),43,atom
c4cccc5ccccc4,16,atom
CC(Oc1,10,ring
)C(=O)N[C@H](CCCNC(=N)N,14,functional_group
Cc1cs,57,ring
CCCO),28,atom
O=C1CS,25,functional_group
c2cccc(Br)c2,17,atom
c1cccc(NC(=O),8,functional_group
Cc1cc(C)cc(,42,ring
cc(O)cc(O),23,atom
OC[C@@H]3,8,ionic
CNC(=O)N,20,functional_group
(N(CC,8,atom
CC(C)(C)OC(=O)N[C@H](C,10,functional_group
[C@H]1CC[C@H]2[C@@H]3CC,78,ionic
=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,10,functional_group
c3ncccn3,61,atom
OC[C@H](O)[C@H](O),22,ionic
[nH]ncc2,56,ionic
(C)C)N(C)C(=O),22,functional_group
Cc1c2ccccc2,21,ring
[C@@H](NC(=O)[C@@H](C,21,functional_group
n2cc(CN,8,atom
CNC(=N)NCCC[C@H](NC(=O)[C@H](CC,14,functional_group
(C)C)NC(=O)N,14,functional_group
NC(=O)[C@H](Cc1ccccc1)NC(=O),57,functional_group
[C@@H](C)O)C(=O)N[C@@H](C,14,functional_group
c1c[nH]c2ccccc1,28,ionic
[C@@H](C)CCC,17,ionic
COP(=O)([O-]),7,functional_group
CSc1ccc(O,10,ring
CCC1C,23,ring
4CC4),44,atom
[nH]3,31,ionic
)C=C1,7,functional_group
C[S+],7,ionic
=C(C(=O)NC,9,functional_group
NC(=O)NC1,55,functional_group
